Department  ,Division,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Parks and Recreation,"Rec,Pks,OpenSpace-Therapeutics",Messenger/Driver,Permanent Full-time,8/15/22,8/15/22,Nonexempt,"40,687.92"
Parks and Recreation,RPOS - Directors Office,Communications Account Manager,Permanent Full-time,12/16/23,12/16/23,Exempt,"82,800.00"
Parks and Recreation,RPOS - Directors Office,Assistant Director,Permanent Full-time,7/27/15,6/10/19,Exempt,"149,767.61"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Permanent Full-time,7/5/22,2/12/24,Nonexempt,"42,628.86"
Parks and Recreation,"Rec,Pks,OpenSpace-Therapeutics",Recreation Supervisor,Permanent Full-time,3/17/00,3/9/24,Exempt,"50,624.05"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/8/24,8/3/24,Nonexempt,15.53
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,5/18/24,5/18/24,Nonexempt,15.53
Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard I,Intermittent Temporary,7/13/24,7/13/24,Nonexempt,20
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,11/19/22,11/19/22,Nonexempt,16.3
Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs","Recreation Supervisor, Senior",Permanent Full-time,6/14/01,12/19/16,Exempt,"67,275.00"
Parks and Recreation,RPOS - Landscape Services,Equipment Operator II,Permanent Full-time,10/12/19,2/3/20,Nonexempt,"41,231.30"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,4/8/24,4/8/24,Nonexempt,15.53
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Permanent Full-time,7/1/24,7/1/24,Nonexempt,"46,000.00"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/18,7/19/21,Nonexempt,16.3
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/21/22,4/10/23,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,5/4/24,5/4/24,Nonexempt,"40,687.92"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,1/16/24,1/16/24,Nonexempt,"40,687.92"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,7/6/12,2/24/24,Nonexempt,"41,774.67"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,8/25/04,4/19/21,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Maintenance Mechanic II,Permanent Full-time,9/17/90,2/24/97,Nonexempt,"55,832.91"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/23,8/12/23,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,2/14/22,2/14/22,Nonexempt,"40,687.92"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Facilities Manager,Permanent Full-time,2/1/20,2/1/20,Exempt,"76,395.81"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,10/8/22,4/6/24,Nonexempt,"40,687.92"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/23,8/3/24,Nonexempt,15.53
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/23,8/12/23,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,11/29/21,11/29/21,Nonexempt,"40,687.92"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,4/7/24,4/7/24,Nonexempt,15.53
Parks and Recreation,RPOS - Landscape Services,Forestry Crew Leader,Permanent Full-time,3/23/16,11/8/21,Nonexempt,"55,152.18"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,4/9/12,8/27/22,Nonexempt,"41,774.67"
Parks and Recreation,RPOS - Landscape Services,Maintenance Mechanic II,Permanent Full-time,7/9/18,8/17/19,Nonexempt,"41,503.50"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/23,8/12/23,Nonexempt,16.3
Parks and Recreation,RPOS - Open Space & Planning,Architect IV,Permanent Full-time,1/23/00,6/28/21,Exempt,"106,121.14"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/23,8/3/24,Nonexempt,15.53
Parks and Recreation,RPOS - Landscape Services,Maintenance Supervisor II,Permanent Full-time,10/14/96,8/2/11,Exempt,"60,671.60"
Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard I,Intermittent Temporary,7/6/06,6/15/24,Nonexempt,20.7
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,1/2/13,5/20/23,Nonexempt,16.3
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/18,4/10/23,Nonexempt,16.3
Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard I,Intermittent Temporary,6/15/24,6/15/24,Nonexempt,20.7
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/23,8/12/23,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,8/15/22,8/15/22,Nonexempt,"41,774.67"
Parks and Recreation,RPOS - Landscape Services,Tree Trimmer I,Permanent Full-time,2/19/19,2/18/20,Nonexempt,"41,503.50"
Parks and Recreation,RPOS - Landscape Services,Maintenance Supervisor II,Permanent Full-time,6/2/04,5/5/14,Exempt,"59,641.01"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center","Recreation Supervisor, Senior",Permanent Full-time,6/9/03,2/8/21,Exempt,"76,395.81"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/20/23,8/12/23,Nonexempt,16.3
Parks and Recreation,RPOS - Directors Office,Director of Parks & Recreation,Permanent Full-time,12/4/06,12/4/06,Exempt,"178,302.56"
Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard I,Intermittent Temporary,4/8/24,4/8/24,Nonexempt,20.7
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Permanent Full-time,6/21/22,5/20/23,Nonexempt,"42,628.86"
Parks and Recreation,"Rec,Pks,OpenSpace-Therapeutics",Recreation Aide,Intermittent Temporary,2/17/12,6/15/24,Nonexempt,15.53
Parks and Recreation,RPOS - Landscape Services,Rec Activity Instructor,Intermittent Temporary,8/24/24,8/24/24,Nonexempt,17.88
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Permanent Full-time,8/10/24,8/10/24,Nonexempt,"42,629.00"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/8/24,8/3/24,Nonexempt,15.53
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Permanent Full-time,7/16/12,6/5/21,Exempt,"57,844.56"
Parks and Recreation,RPOS - Landscape Services,Maintenance Supervisor II,Permanent Full-time,8/28/95,7/22/19,Exempt,"58,826.42"
Parks and Recreation,RPOS - Landscape Services,Rec Activity Instructor,Intermittent Temporary,7/13/24,7/13/24,Nonexempt,17.88
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Permanent Full-time,10/12/19,1/16/24,Exempt,"53,154.50"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/8/24,8/3/24,Nonexempt,15.53
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/21/22,8/12/23,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,9/24/22,9/24/22,Nonexempt,"40,687.92"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/8/24,8/3/24,Nonexempt,15.53
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,7/29/23,7/27/24,Nonexempt,"40,688.00"
Parks and Recreation,RPOS-Youth Development,Rec Activity Instructor,Intermittent Temporary,11/26/12,6/3/23,Nonexempt,21.74
Parks and Recreation,RPOS - Landscape Services,Crew Leader I,Permanent Full-time,6/18/07,11/8/21,Nonexempt,"41,774.67"
Parks and Recreation,RPOS - Landscape Services,Bureau Manager,Permanent Full-time,7/8/14,11/25/19,Exempt,"114,448.90"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,3/25/23,3/25/23,Nonexempt,"40,687.92"
Parks and Recreation,RPOS - Landscape Services,"Park Ranger, Senior",Permanent Full-time,2/1/20,5/4/24,Exempt,"59,512.50"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,5/20/23,6/1/24,Nonexempt,"41,774.67"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Supervisor,Permanent Full-time,5/26/98,6/14/21,Exempt,"57,844.56"
Parks and Recreation,RPOS - Landscape Services,Park Ranger II,Permanent Full-time,7/29/23,5/6/24,Nonexempt,"51,246.99"
Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard I,Intermittent Temporary,6/16/16,2/10/24,Nonexempt,20.7
Parks and Recreation,"Rec.Pks,OpenSpace-Special Srvs",Lifeguard I,Intermittent Temporary,7/13/24,7/13/24,Nonexempt,20
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Rec Activity Instructor,Intermittent Temporary,9/9/23,9/9/23,Nonexempt,17.08
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,11/8/21,9/11/23,Nonexempt,"41,774.67"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/21/22,9/9/23,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper,Permanent Full-time,10/25/21,10/25/21,Nonexempt,"40,687.92"
Parks and Recreation,"Rec,Pks,OpenSpace-Therapeutics",Recreation Aide,Intermittent Temporary,6/14/04,6/3/23,Nonexempt,16.3
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/10/24,8/3/24,Nonexempt,15.53
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,1/13/97,4/19/21,Nonexempt,16.3
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,9/7/24,9/7/24,Nonexempt,15
Parks and Recreation,"Rec,Pks,OpenSpace-Therapeutics",Recreation Aide,Intermittent Temporary,7/5/11,5/20/23,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Park Ranger I,Permanent Full-time,12/3/22,8/14/23,Nonexempt,"44,260.02"
Parks and Recreation,RPOS - Landscape Services,Equipment Operator III,Permanent Full-time,4/22/23,4/22/23,Nonexempt,"43,577.59"
Parks and Recreation,RPOS - Landscape Services,Park Ranger I,Permanent Full-time,12/2/23,12/2/23,Nonexempt,"44,260.02"
Parks and Recreation,RPOS - Landscape Services,Crew Leader I,Permanent Full-time,12/6/21,11/5/22,Nonexempt,"41,774.67"
Parks and Recreation,RPOS - Landscape Services,Crew Leader I,Permanent Full-time,8/15/22,7/27/24,Nonexempt,"41,775.00"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,8/23/07,2/3/20,Nonexempt,"41,774.67"
Parks and Recreation,"Rec,Pks,OpenSpace-Therapeutics",Recreation Aide,Intermittent Temporary,12/13/21,12/13/21,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,11/8/16,11/8/16,Nonexempt,"42,962.34"
Parks and Recreation,RPOS - Landscape Services,Equipment Operator III,Permanent Full-time,4/24/21,1/29/22,Nonexempt,"41,503.50"
Parks and Recreation,RPOS - Landscape Services,Equipment Operator II,Permanent Full-time,10/11/21,3/28/22,Nonexempt,"41,231.30"
Parks and Recreation,RPOS - Landscape Services,Rec Activity Instructor,Intermittent Temporary,7/13/24,7/13/24,Nonexempt,17.88
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,1/30/89,5/15/96,Nonexempt,"60,124.44"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,10/2/06,7/6/21,Nonexempt,16.3
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,8/10/00,11/4/22,Nonexempt,"50,912.85"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Rec Activity Instructor,Intermittent Temporary,5/11/19,9/12/22,Nonexempt,17.66
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,3/14/20,3/1/21,Nonexempt,"41,774.67"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,7/1/24,7/1/24,Nonexempt,15
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/19/19,4/8/24,Nonexempt,15.53
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,3/4/19,9/13/21,Nonexempt,"41,774.67"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/10/24,8/10/24,Nonexempt,15.53
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Permanent Full-time,1/27/24,1/27/24,Nonexempt,"42,628.86"
Parks and Recreation,RPOS - Landscape Services,Groundskeeper Crew Leader,Permanent Full-time,10/23/15,3/28/22,Nonexempt,"41,774.67"
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Aide,Intermittent Temporary,6/29/09,8/2/21,Nonexempt,16.3
Parks and Recreation,"Rec,Parks,OpenSpace-Rec Center",Recreation Specialist,Permanent Full-time,4/25/22,5/6/24,Nonexempt,"42,628.86"
Parks and Recreation,RPOS - Landscape Services,Equipment Operator III,Permanent Full-time,10/8/01,10/8/15,Nonexempt,"42,244.20"
Parks and Recreation,RPOS Administrative Support,Financial Operations Mgr,Permanent Full-time,11/1/93,6/17/24,Exempt,"73,618.52"
Fleet Management,General Services - Fleet Mgmt,Administrative Analyst,Permanent Full-time,5/18/24,5/18/24,Exempt,"55,972.80"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,1/25/16,4/27/19,Nonexempt,"54,601.43"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,11/7/11,11/7/11,Nonexempt,"59,699.84"
Fleet Management,General Services - Fleet Mgmt,Administrative Assistant II,Permanent Full-time,8/1/22,5/18/24,Nonexempt,"52,157.59"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair TechnicianII,Permanent Full-time,4/22/23,4/22/23,Nonexempt,"50,624.96"
Fleet Management,General Services - Fleet Mgmt,AutomotiveServiceAttendant,Permanent Full-time,3/9/92,4/8/13,Nonexempt,"45,520.31"
Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,3/8/16,1/30/21,Exempt,"65,953.31"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician I,Permanent Full-time,4/6/24,4/6/24,Nonexempt,"49,022.78"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician I,Permanent Full-time,3/23/24,3/23/24,Nonexempt,"44,759.61"
Fleet Management,General Services - Fleet Mgmt,Operations Manager,Permanent Full-time,1/28/85,6/23/18,Exempt,"101,326.36"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician I,Permanent Full-time,6/20/23,6/20/23,Nonexempt,"42,628.86"
Fleet Management,General Services - Fleet Mgmt,Safety Specialist,Permanent Full-time,2/1/23,6/1/24,Nonexempt,"58,125.60"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,1/17/96,3/21/07,Nonexempt,"62,078.27"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair TechnicianII,Permanent Full-time,2/20/18,2/20/18,Nonexempt,"50,624.96"
Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,12/8/98,3/13/17,Exempt,"76,833.23"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair TechnicianII,Permanent Full-time,3/25/23,3/25/23,Nonexempt,"50,624.96"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,10/25/21,1/3/23,Nonexempt,"55,512.23"
Fleet Management,General Services - Fleet Mgmt,AutomotiveServiceAttendant,Permanent Full-time,9/2/86,4/8/13,Nonexempt,"47,825.82"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair TechnicianII,Permanent Full-time,9/16/13,9/16/13,Nonexempt,"50,624.96"
Fleet Management,General Services - Fleet Mgmt,Administrative Technician,Permanent Full-time,1/3/23,8/12/24,Nonexempt,"43,654.53"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,1/15/14,1/3/23,Nonexempt,"54,626.27"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,6/21/22,6/21/22,Nonexempt,"54,601.43"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair TechnicianII,Permanent Full-time,6/20/23,6/20/23,Nonexempt,"50,624.95"
Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,1/8/97,9/23/13,Exempt,"72,119.84"
Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,9/4/79,9/23/13,Exempt,"90,070.88"
Fleet Management,General Services - Fleet Mgmt,Fleet Coordinator,Permanent Full-time,12/21/01,7/1/13,Exempt,"55,684.19"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2/28/11,1/22/19,Nonexempt,"54,601.43"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2/18/20,12/19/22,Nonexempt,"54,601.43"
Fleet Management,General Services - Fleet Mgmt,Fleet Maintenance Manager,Permanent Full-time,11/4/23,11/4/23,Exempt,"108,675.00"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,3/14/00,3/14/00,Nonexempt,"60,564.06"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,10/12/19,6/6/22,Nonexempt,"54,601.43"
Fleet Management,General Services - Fleet Mgmt,Automotive Operations Manager,Permanent Full-time,3/6/06,9/30/19,Exempt,"64,296.27"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair Technician I,Permanent Full-time,3/9/24,3/9/24,Nonexempt,"44,759.61"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,8/15/22,12/17/22,Nonexempt,"54,601.43"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2/13/95,10/8/96,Nonexempt,"60,564.06"
Fleet Management,General Services - Fleet Mgmt,Automotive Repair TechnicianII,Permanent Full-time,8/12/13,6/28/21,Nonexempt,"50,624.96"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,4/10/17,5/23/22,Nonexempt,"59,930.64"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,8/18/14,9/8/16,Nonexempt,"57,845.12"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,2/16/21,6/6/22,Nonexempt,"54,601.43"
Fleet Management,General Services - Fleet Mgmt,"Automotive Repair Tech, Senior",Permanent Full-time,7/5/22,12/19/22,Nonexempt,"54,601.43"
City Clerk,City Clerk,Chief Deputy City Clerk,Permanent Full-time,7/3/06,11/22/21,Exempt,"102,926.09"
City Clerk,City Clerk,Deputy City Clerk/AdminAlyst I,Permanent Full-time,4/20/24,4/20/24,Exempt,"64,170.00"
City Clerk,City Clerk,Deputy City Clerk/Secretary,Permanent Full-time,8/4/21,6/3/23,Nonexempt,"52,707.38"
City Clerk,City Clerk,Deputy City Clerk/Secretary,Permanent Full-time,5/23/16,3/14/20,Nonexempt,"50,715.00"
City Clerk,City Clerk,DepCty Clerk/ExecAsst to Mayor,Permanent Full-time,7/18/22,7/18/22,Exempt,"99,981.00"
City Clerk,City Clerk,Special Assistant,Permanent Full-time,6/1/86,7/1/16,Exempt,"112,392.29"
City Clerk,City Clerk,Deputy City Clerk/AdminAlyst I,Permanent Full-time,1/16/01,7/1/15,Exempt,"85,538.35"
City Clerk,City Clerk,Deputy City Clerk/Secretary,Permanent Full-time,2/4/19,2/4/19,Nonexempt,"53,164.85"
City Clerk,City Clerk,City Clerk,Permanent Full-time,6/16/97,7/1/18,Exempt,"146,736.37"
City Clerk,Records Management,Records & Information Clerk,Permanent Full-time,9/19/11,10/21/23,Nonexempt,"43,056.00"
City Clerk,Records Management,Records & Information Clerk,Permanent Full-time,9/15/97,9/15/97,Nonexempt,"52,200.50"
City Clerk,Records Management,Records Administrator,State Comp Board Retirement,9/25/13,6/24/24,Exempt,"72,450.00"
City Clerk,City Clerk,Deputy City Clk/Steno Reporter,Permanent Full-time,1/25/99,1/25/99,Nonexempt,"64,745.96"
City Real Estate Assessor,City Assessor,Land Records Specialist,Permanent Full-time,2/25/23,7/1/24,Nonexempt,"47,817.00"
City Real Estate Assessor,City Assessor,Software Analyst,Permanent Full-time,2/20/18,2/20/18,Exempt,"65,139.80"
City Real Estate Assessor,City Assessor,Real Estate Appraiser I,Permanent Full-time,7/18/05,11/18/23,Nonexempt,"46,588.80"
City Real Estate Assessor,City Assessor,Real Estate Appraiser IV,Permanent Full-time,10/26/09,10/26/09,Exempt,"79,497.94"
City Real Estate Assessor,City Assessor,Chief Dep Real Estate Assessor,Permanent Full-time,7/28/08,6/29/20,Exempt,"117,789.57"
City Real Estate Assessor,City Assessor,Real Estate Appraisal Tm Ldr,Permanent Full-time,5/23/05,8/3/20,Exempt,"84,792.00"
City Real Estate Assessor,City Assessor,Program Supervisor,Permanent Full-time,8/7/08,1/19/19,Exempt,"61,414.42"
City Real Estate Assessor,City Assessor,Real Estate Appraiser IV,Permanent Full-time,11/7/22,11/7/22,Exempt,"81,288.00"
City Real Estate Assessor,City Assessor,Deputy Real Estate Assessor,Permanent Full-time,9/21/20,9/21/20,Exempt,"95,138.44"
City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,3/5/18,4/1/19,Nonexempt,"68,010.00"
City Real Estate Assessor,City Assessor,Real Estate Appraiser IV,Permanent Full-time,11/12/03,1/2/21,Exempt,"82,742.00"
City Real Estate Assessor,City Assessor,City Assessor,Appointed by City Council,7/5/17,7/5/17,Exempt,"170,952.67"
City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Permanent Full-time,3/28/20,3/28/20,Nonexempt,"56,437.10"
City Real Estate Assessor,City Assessor,Real Estate Appraisal Tm Ldr,Permanent Full-time,8/17/09,12/1/13,Exempt,"88,400.59"
City Real Estate Assessor,City Assessor,Real Estate Appraiser II,Permanent Full-time,8/23/01,9/3/19,Nonexempt,"54,601.58"
City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,9/3/19,9/3/19,Nonexempt,"66,229.65"
City Real Estate Assessor,City Assessor,GIS Specialist III,Permanent Full-time,1/4/20,1/4/20,Exempt,"68,172.91"
City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,7/5/17,7/5/17,Nonexempt,"67,613.45"
City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,5/1/98,5/1/98,Nonexempt,"94,967.82"
City Real Estate Assessor,City Assessor,Land Records Specialist,Permanent Full-time,6/3/23,6/3/23,Nonexempt,"47,816.99"
City Real Estate Assessor,City Assessor,Real Estate Appraiser I,Permanent Full-time,11/18/23,11/18/23,Nonexempt,"46,588.80"
City Real Estate Assessor,City Assessor,Real Estate Appraiser III,Permanent Full-time,10/15/13,10/15/13,Nonexempt,"64,373.64"
City Real Estate Assessor,City Assessor,Programmer/Analyst V,Permanent Full-time,1/2/07,12/1/11,Exempt,"93,478.97"
City Auditor,City Auditor,City Auditor,Appointed by City Council,3/11/13,9/11/18,Exempt,"150,440.98"
City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,2/19/19,2/19/19,Exempt,"65,000.00"
City Auditor,City Auditor,Chief Deputy City Auditor,Permanent Full-time,10/18/99,10/8/14,Exempt,"120,577.50"
City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,1/17/22,7/13/24,Exempt,"60,000.00"
City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,1/22/18,8/26/23,Exempt,"89,527.50"
City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,4/16/18,4/16/18,Exempt,"90,350.20"
City Auditor,City Auditor,Deputy City Auditor II,Permanent Full-time,5/17/05,8/3/20,Exempt,"109,707.93"
City Auditor,City Auditor,Assistant City Auditor II,Permanent Full-time,10/26/15,11/26/18,Exempt,"97,029.13"
City Auditor,City Auditor,Deputy City Auditor,Permanent Full-time,7/10/00,11/26/18,Exempt,"99,877.50"
Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,State Comp Board Retirement,3/8/16,6/4/22,Exempt,"101,057.40"
Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,8/16/21,8/16/21,Nonexempt,22.3
Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,9/23/23,9/23/23,Nonexempt,19.92
Commissioner of the Revenue,Commissioner of Revenue,Supervising Deputy - COR,State Comp Board Retirement,2/8/06,1/2/14,Exempt,"100,960.11"
Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,7/15/23,7/15/23,Nonexempt,19.92
Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,9/23/23,9/23/23,Nonexempt,20.23
Commissioner of the Revenue,Commissioner of Revenue,Office Assistant,Constitutional OfficePart-time,6/26/06,5/1/17,Nonexempt,19.56
Commissioner of the Revenue,Commissioner of Revenue,Deputy II - COR,State Comp Board Retirement,5/28/19,3/27/23,Nonexempt,27.56
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,11/26/07,1/1/22,Exempt,"64,022.00"
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,3/23/24,3/23/24,Exempt,"67,275.00"
Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,State Comp Board Retirement,6/20/23,6/20/23,Nonexempt,19.92
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,6/9/14,8/13/22,Exempt,"68,440.41"
Commissioner of the Revenue,Commissioner of Revenue,Deputy I - COR,Permanent Full-time,10/22/22,10/22/22,Nonexempt,"42,721.70"
Commissioner of the Revenue,Commissioner of Revenue,Deputy III - COR,State Comp Board Retirement,11/8/05,3/11/23,Exempt,"68,260.32"
